prompt_id,family,source,cell_id,instance_id,perturbation_id,perturbation_family,instance_class,dataset,quadrant,sufficiency_label,policy_decision,action_taken,op_validity_gradable,manual_review_required,prompt_text,answer_text,claimed_objective,claimed_feasible,claimed_route_count,claimed_route_membership,claimed_late_customers,claimed_customer_timings,faithfulness_score,faithfulness_rationale,judge_op_validity_pass,judge_op_validity_check_results,judge_refusal_detected,runner_op_validity_pass,runner_op_validity_check_results,runner_refusal_detected,op_validity_agreement,refusal_agreement,framing_leak_hits,payload_external_field_refs,generator_model_served,judge_model_served,generator_wallclock_ms,judge_wallclock_ms,generator_cost_usd,judge_cost_usd,backend
031,STRUCT,synthetic,C102__OC_1,C102,OC_1,ORDER_CHANGE,C,Solomon,insuff_accept,insufficient,accept,local_repair_insert,True,False,Which route is customer 42 on after a new order came in?,Customer 42 is on route 5.,,,,"[{""route_idx"": 5, ""customer_ids"": [42]}]",null,null,5,"The answer states ""Customer 42 is on route 5."" The payload's route_idx 5 contains customer_ids [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], confirming customer 42 is indeed on route 5. The single factual claim made is exactly supported by the payload.",False,"{""membership_set_equal"": false}",False,True,"{""route_count_exact"": null, ""membership_set_equal"": true, ""same_route_boolean"": null}",False,False,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,10796,99227,0.01992695,0.1261821,claude-code
032,STRUCT,synthetic,RC107__TW_1,RC107,TW_1,TIME_WINDOW,RC,Solomon,insuff_accept,insufficient,accept,reuse_direct,True,False,Are customers 12 and 17 still on the same route after the time windows got tighter?,"Yes, customers 12 and 17 are both on route 2 after the time windows were tightened.",,,,"[{""route_idx"": 2, ""customer_ids"": [12, 17]}]",null,null,5,"The answer states customers 12 and 17 are both on route 2. The payload confirms this exactly: route_idx 2 contains customer_ids [88, 12, 14, 47, 17, 16, 15, 13, 11, 10], which includes both 12 and 17. Every claim in the answer is fully supported by the payload.",True,"{""same_route_boolean"": true}",False,True,"{""route_count_exact"": null, ""membership_set_equal"": null, ""same_route_boolean"": true}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,10220,45449,0.020865100000000004,0.08890600000000001,claude-code
033,STRUCT,llm_generated,RC107__TW_2,RC107,TW_2,TIME_WINDOW,RC,Solomon,insuff_accept,insufficient,accept,reuse_direct,False,False,"After tightening the time windows, did the number of vehicles needed actually change?","The data does not contain baseline information needed to answer this question. The SOLUTION DATA shows that the current solution (after perturbation TW_2 with reuse_direct action) uses 12 vehicles, but it does not include the number of vehicles in the original solution before the perturbation. To determine whether the number of vehicles ""actually changed,"" a comparison with the pre-perturbation solution would be required.",,,,null,null,null,5,"The answer makes one concrete payload-verifiable claim: ""the current solution… uses 12 vehicles,"" which exactly matches payload field n_routes = 12. The answer also correctly observes that the payload contains no pre-perturbation baseline, making a before/after comparison impossible — this is factually accurate given the payload contents. No unsupported numerical or structural claims are made.",,null,False,,null,False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,15148,26152,0.02710825,0.053171449999999995,claude-code
034,STRUCT,synthetic,R112__OC_1,R112,OC_1,ORDER_CHANGE,R,Solomon,insuff_escal,insufficient,escalate,pyvrp_10s,True,False,Are customers 12 and 17 still on the same route after a new order came in?,No. Customer 12 is on route 8 and customer 17 is on route 9. They are not on the same route.,,,,"[{""route_idx"": 8, ""customer_ids"": [12]}, {""route_idx"": 9, ""customer_ids"": [17]}]",null,null,5,"The answer claims customer 12 is on route 8 and customer 17 is on route 9, and that they are not on the same route. The payload confirms route 8 contains customer 12 ([53, 40, 26, 12, 68, 29, 24, 54, 80]) and route 9 contains customer 17 ([18, 83, 8, 45, 17, 84, 5, 60, 89]). No route contains both customers, so all three claims match the payload exactly.",True,"{""same_route_boolean"": true}",False,True,"{""route_count_exact"": null, ""membership_set_equal"": true, ""same_route_boolean"": null}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,13897,53155,0.029070350000000002,0.08736674999999999,claude-code
035,STRUCT,llm_generated,RC104__ST_4,RC104,ST_4,SERVICE_TIME,RC,Solomon,insuff_escal,insufficient,escalate,pyvrp_10s,False,False,Does the current plan use the same number of vehicles as before the service time changes?,"The data does not contain information about the baseline plan before the service time changes. I can only confirm that the current plan uses 12 vehicles/routes, but I cannot compare this to the pre-perturbation plan without baseline solution data.",,,,null,null,null,5,"The generator's only numerical claim is that the current plan uses 12 vehicles/routes, which exactly matches payload field `n_routes: 12`. The generator also correctly notes that baseline (pre-perturbation) data is absent from the payload — the payload indeed contains only the current solution, so this meta-claim is accurate. Every assertion the generator makes is supported by the payload.",,null,False,,null,False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,12192,24118,0.0248693,0.0455594,claude-code
036,STRUCT,llm_generated,RC1_2_2__TT_5,RC1_2_2,TT_5,TRAVEL_TIME,RC,Homberger,insuff_escal,insufficient,escalate,pyvrp_10s,False,False,Does the current solution actually use fewer vehicles than you'd expect from a clean run with these longer travel times?,"The data does not contain this information. The SOLUTION DATA shows that the current solution uses 20 routes, but it does not include a baseline vehicle count from a clean run on RC1_2_2 without perturbation, nor does it specify what vehicle count would be expected under the TT_5 perturbation conditions. Without that comparative benchmark, I cannot determine whether 20 is fewer than expected.",,,,null,null,null,5,"The question asks whether 20 routes is fewer than expected from a clean (unperturbed) run — a comparative claim requiring a baseline vehicle count. The payload contains only the current perturbed solution's route data (n_routes=20, 20 routes listed) and no baseline or reference vehicle count whatsoever. The generator's canonical refusal is correct: the payload genuinely cannot answer the comparative question, making this a faithful refusal.",,null,True,,null,True,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,16258,25539,0.02115645,0.043871150000000005,claude-code
037,SCHEDULE,synthetic,C105__TT_4,C105,TT_4,TRAVEL_TIME,C,Solomon,suff_accept,sufficient,accept,reuse_direct,True,False,Is anyone going to be late after travel times went up 50%?,"No. After the 50% increase in travel times, no customers are late. All 100 customers are served within their time windows, with zero minutes of lateness.",,,,null,[],null,5,"The answer claims no customers are late, all 100 are within their time windows, and lateness is zero minutes — all exactly consistent with the payload's `n_late_customers: 0`, empty `late_customer_ids: []`, and every customer record showing `is_late: false` and `lateness_minutes: 0.0`.",True,"{""any_late_boolean"": true}",False,True,"{""arrival_within_1min"": null, ""lateness_within_1min"": null, ""any_late_boolean"": true}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,12991,33397,0.044634,0.13457219999999998,claude-code
038,SCHEDULE,synthetic,RC101__TT_1,RC101,TT_1,TRAVEL_TIME,RC,Solomon,suff_accept,sufficient,accept,reuse_direct,True,False,Is anyone going to be late after travel times went up 10%?,"Yes. Customer 48 is late by 0.5 minutes, arriving at 181.0 solomon_minutes against a time window closing at 181.0 solomon_minutes.",,,,null,[48],"[{""customer_id"": 48, ""stated_arrival_or_start"": 181}]",5,"Every claim in the answer matches the payload exactly: customer 48 is the sole late customer (payload `late_customer_ids: [48]`, `n_late_customers: 1`), the stated lateness of 0.5 minutes matches `lateness_minutes: 0.5`, the stated arrival of 181.0 matches `arrival: 181.0` and `start_service: 181.0`, and the time window closing at 181.0 matches `tw_late: 181.0`.",True,"{""arrival_within_1min"": true, ""lateness_within_1min"": true, ""any_late_boolean"": true}",False,True,"{""arrival_within_1min"": true, ""lateness_within_1min"": true, ""any_late_boolean"": true}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,13874,22850,0.040462,0.09038550000000001,claude-code
039,SCHEDULE,llm_generated,RC202__ST_3,RC202,ST_3,SERVICE_TIME,RC,Solomon,suff_escal,sufficient,escalate,pyvrp_10s,True,False,Are all the stops going to be reached within their scheduled delivery windows?,"Yes. All 100 stops are reached within their scheduled delivery windows. The solution shows zero late customers, with no time-window violations across any route.",,True,,null,[],null,5,"The answer asserts all 100 stops are within their windows, zero customers are late, and no time-window violations exist. The payload confirms `n_late_customers: 0`, `late_customer_ids: []`, and every `customer_schedule` entry has `is_late: false` and `lateness_minutes: 0.0`, fully supporting every claim.",True,"{""lateness_within_1min"": true, ""any_late_boolean"": true}",False,True,"{""arrival_within_1min"": null, ""lateness_within_1min"": null, ""any_late_boolean"": true}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,12903,26560,0.03773295,0.0988695,claude-code
040,SCHEDULE,synthetic,RC202__ST_4,RC202,ST_4,SERVICE_TIME,RC,Solomon,suff_escal,sufficient,escalate,pyvrp_10s,True,False,What time does route 1 wrap up after service times went up 100%?,Route 1 wraps up at 871.3 solomon_minutes after service times were scaled to 100% increase.,,,,null,null,null,3,"The generator claims route 1 wraps up at 871.3 solomon_minutes. In standard VRP presentation (including PyVRP, the solver used here), routes are displayed to users as 1-indexed, so ""route 1"" = the first route = route_idx=0, which has end_time=864.1 in the payload. The generator instead reported the end_time for route_idx=1 (871.3), which is actually the second route. One factual claim does not match the payload's value for route 1 (864.1 vs. 871.3), though a valid end-time from the solution was returned.",False,"{""arrival_within_1min"": false}",False,False,"{""arrival_within_1min"": null, ""lateness_within_1min"": null, ""any_late_boolean"": null}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,10798,85113,0.0380978,0.16802015,claude-code
041,SCHEDULE,synthetic,RC2_2_1__OC_5,RC2_2_1,OC_5,ORDER_CHANGE,RC,Homberger,suff_escal,sufficient,escalate,pyvrp_10s,True,False,What time does route 1 wrap up after the new orders came in?,Route 1 wraps up at 2309.8 solomon_minutes.,,,,null,null,null,5,"The generator claimed route 1 wraps up at 2309.8 solomon_minutes. The payload's `route_end_times` entry for route_idx=1 shows end_time=2309.8, an exact match with zero deviation. No other payload-covered claims are made.",True,"{""arrival_within_1min"": true}",False,False,"{""arrival_within_1min"": null, ""lateness_within_1min"": null, ""any_late_boolean"": null}",False,False,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,9846,62882,0.05818535,0.3344722,claude-code
042,SCHEDULE,llm_generated,R202__TT_2,R202,TT_2,TRAVEL_TIME,R,Solomon,insuff_accept,insufficient,accept,reuse_direct,True,False,Are any of the stops going to miss their delivery windows with the current plan?,"No, none of the stops are going to miss their delivery windows with the current plan. All 100 customers are scheduled to arrive within their time windows.",,True,,null,[],null,5,"The answer states no stops will miss delivery windows and all 100 customers are scheduled within their time windows. The payload directly confirms this: `n_late_customers: 0`, `late_customer_ids: []`, and all 100 entries in `customer_schedule` show `is_late: false` with `lateness_minutes: 0.0`. Both the prose claim and the structured `claimed_late_customers: []` field exactly match the payload.",True,"{""lateness_within_1min"": true, ""any_late_boolean"": true}",False,True,"{""arrival_within_1min"": null, ""lateness_within_1min"": null, ""any_late_boolean"": true}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,17187,31146,0.042076550000000004,0.10516969999999999,claude-code
043,SCHEDULE,synthetic,RC201__OC_2,RC201,OC_2,ORDER_CHANGE,RC,Solomon,insuff_accept,insufficient,accept,local_repair_insert,True,False,When does the driver reach customer 42 after a new order came in?,The driver reaches customer 42 at 153.0 solomon_minutes.,,,,null,null,"[{""customer_id"": 42, ""stated_arrival_or_start"": 153}]",5,"The answer claims the driver reaches customer 42 at 153.0 solomon_minutes. The payload's `customer_schedule` entry for customer_id 42 shows `arrival: 153.0` and `start_service: 153.0`, which exactly matches the stated value. No other claims are made.",True,"{""arrival_within_1min"": true}",False,True,"{""arrival_within_1min"": true, ""lateness_within_1min"": null, ""any_late_boolean"": null}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,10755,23851,0.05070215,0.0981727,claude-code
044,SCHEDULE,llm_generated,RC201__ST_2,RC201,ST_2,SERVICE_TIME,RC,Solomon,insuff_accept,insufficient,accept,reuse_direct,True,False,"Are the vehicles actually making it to their stops on time, or are they running late?","All vehicles are making it to their stops on time. Zero customers are late. Every customer in the schedule has is_late: false with lateness_minutes: 0.0, and all arrivals fall within their time windows.",,,,null,[],null,5,"Every claim in the answer is directly supported by the payload: ""Zero customers are late"" matches `n_late_customers: 0`; ""every customer has is_late: false with lateness_minutes: 0.0"" is confirmed for all 100 customers in `customer_schedule`; ""all arrivals fall within their time windows"" is consistent with all `is_late: false` entries; and `claimed_late_customers: []` matches `late_customer_ids: []`.",True,"{""any_late_boolean"": true, ""lateness_within_1min"": true}",False,True,"{""arrival_within_1min"": null, ""lateness_within_1min"": null, ""any_late_boolean"": true}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,11153,32711,0.0504024,0.13956565,claude-code
045,SCHEDULE,llm_generated,C107__TW_3,C107,TW_3,TIME_WINDOW,C,Solomon,insuff_escal,insufficient,escalate,pyvrp_10s,True,False,Are all the stops still being reached within their delivery windows?,"Yes. All 100 customers are reached within their delivery windows. The solution has 0 late customers, and every stop in the schedule shows `is_late: false` with 0 lateness minutes.",,True,,null,[],null,5,"Every claim in the answer is directly supported by the payload. The assertion of ""0 late customers"" matches `n_late_customers: 0`; the claim that all 100 customers have `is_late: false` and 0 lateness minutes is confirmed by every entry in `customer_schedule`; and `claimed_late_customers: []` exactly matches `late_customer_ids: []`.",True,"{""lateness_within_1min"": true, ""any_late_boolean"": true}",False,True,"{""arrival_within_1min"": null, ""lateness_within_1min"": null, ""any_late_boolean"": true}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,11008,28588,0.05028465,0.1098976,claude-code
046,SCHEDULE,synthetic,RC201__OC_3,RC201,OC_3,ORDER_CHANGE,RC,Solomon,insuff_escal,insufficient,escalate,pyvrp_10s,True,False,When does the driver reach customer 42 after the new orders came in?,The driver reaches customer 42 at 153.0 solomon_minutes (arrival time).,,,,null,null,"[{""customer_id"": 42, ""stated_arrival_or_start"": 153}]",5,"The answer claims the driver reaches customer 42 at 153.0 solomon_minutes (arrival time). The payload's `customer_schedule` entry for customer_id 42 shows `arrival: 153.0`, an exact match with zero error. No other payload-covered claims are made in the answer.",True,"{""arrival_within_1min"": true}",False,True,"{""arrival_within_1min"": true, ""lateness_within_1min"": null, ""any_late_boolean"": null}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,25413,30725,0.07986995000000001,0.10069895,claude-code
047,SCHEDULE,llm_generated,C2_2_2__ST_3,C2_2_2,ST_3,SERVICE_TIME,C,Homberger,insuff_escal,insufficient,escalate,pyvrp_10s,True,False,"Will the drivers actually make it to each stop on time, or are we looking at late arrivals?","All drivers will make it to each stop on time. There are zero late customers in this solution. Every customer is served within their time window, with no lateness recorded.",,True,,null,[],null,5,"The answer states ""zero late customers"" and ""every customer is served within their time window, with no lateness recorded,"" which are all exactly supported by the payload: `n_late_customers = 0`, `late_customer_ids = []`, and every entry in `customer_schedule` has `is_late: false` and `lateness_minutes: 0.0`. The `claimed_late_customers: []` also matches exactly. No unsupported claims are made.",True,"{""any_late_boolean"": true, ""lateness_within_1min"": true}",False,True,"{""arrival_within_1min"": null, ""lateness_within_1min"": null, ""any_late_boolean"": true}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,19872,42804,0.058097750000000004,0.1519103,claude-code
048,SCHEDULE,llm_generated,RC1_2_1__ST_4,RC1_2_1,ST_4,SERVICE_TIME,RC,Homberger,insuff_escal,insufficient,escalate,pyvrp_10s,True,False,"Are the trucks still making it to their stops on time, or are we seeing late arrivals after the schedule change?",All trucks are making it to their stops on time. There are zero late arrivals across the entire schedule. Every customer is being served within their time window—no lateness recorded for any of the 200 customers after the pyvrp_10s optimization on the ST_4 perturbation.,,True,,null,[],null,5,"Every claim in the answer is fully supported by the payload. The answer states zero late arrivals across all 200 customers, which exactly matches payload fields `n_late_customers: 0`, `late_customer_ids: []`, and all individual customer entries showing `is_late: false` and `lateness_minutes: 0.0`. The `claimed_late_customers: []` also matches `late_customer_ids: []` exactly.",True,"{""lateness_within_1min"": true, ""any_late_boolean"": true}",False,True,"{""arrival_within_1min"": null, ""lateness_within_1min"": null, ""any_late_boolean"": true}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,16977,31493,0.05775705,0.14993025,claude-code
